"","score","text","polarity"
"1232",1,"RT @shaziailmi: So INS Virat the aircraft carrier was used as a personal cab for Gandhi family!They really treat India like fiefdom.Time to…","positive"
"1233",-1,"@BJP4India @AmitShah Don't you understand the difference between talking about a person dead 30 years ago who canno… https://t.co/d1AcKqPwFu","negative"
"1234",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Talking of non corrobo… https://t.co/To5OFm5XwM","neutral"
"1235",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1236",-1,"@BJP4India We are confused with all your stories in the past few days. We know the incident happened way back in 19… https://t.co/5qrPrO3ODp","negative"
"1237",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1238",-2,"@TweetingNish @Abhi_4_Nation @IamIconoclast @yadavakhilesh @BJP4India Consider it done if it is not hurting anyone or illegal","negative"
"1239",-1,"@BDUTT Well sadly we see a news which indicts #BJP4India too in #84riots

But nothing that indicts #congress in 200… https://t.co/Jk0Q26hen3","negative"
"1240",0,"@IAm_Sanjaysri @balansundarraj @INCIndia @aajtak @vinodkapri @NayakRagini @priyankagandhi @Pawankhera… https://t.co/gE2hG5suZ4","neutral"
"1241",0,"@AajTakRahul @sardanarohit @BJP4India @shahjahanpurpol @myogiadityanath @manakgupta @sakshijoshii @narendramodi… https://t.co/nrCj7V2dkV","neutral"
"1242",-1,"@arunjaitley @BJP4India Why would you post an article that talks negatively about BJP,? Have you even lost the hope of losers?","negative"
"1243",0,"@MODIFIREKBAR @narendramodi @rajnathsingh @AmitShah @rammadhavbjp This Action has to taken by @BJP4India &amp;… https://t.co/6jiegL3noP","neutral"
"1244",1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty would u like a list of s… https://t.co/tkUdDAfHXL","positive"
"1245",0,"RT @raju: In which @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform | via @Time https://t…","neutral"
"1246",0,"RT @shakkuiyer: Dear @BJP4India 

At least a defamation?

Hello, @TIME 

Can you prove what you have written? https://t.co/cGty2IC3ZK","neutral"
"1247",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"1248",-1,"RT @SarcasticRofl: @BJP4India I found these pics, trying hard to calculate year, can you please help https://t.co/XHjxawGpG0","negative"
"1249",0,"RT @MV82970196: @shahfaesal @BJP4India Footprints needs to be followed.
Kudos","neutral"
"1250",0,"RT @shahfaesal: Ladakhi journalists have grabbed the moral high-ground at a time when lap-dog journalism is order of the day. 

By exposing…","neutral"
"1251",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1252",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"1253",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1254",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1255",0,"For 60 + years
1. Unbanked masses
#huatohua
2. 38% sanitation level
#huatohua
3. Uninsured masses
#huatohua
4. Haun… https://t.co/1fVbeKdwuQ","neutral"
"1256",0,"@adityavikram000 @ShashiTharoor @AatishTaseer @INCIndia @ECISVEEP @SpokespersonECI U have not released the film bas… https://t.co/5ipRB74DKw","neutral"
"1257",0,"RT @JainGomteshwar: I don't know how my story will end, but nowhere in my text will I ever read ""I gave up"" .
#DearMeTenYearsAgo #books #re…","neutral"
"1258",-1,"Students asking politicians to take unemployment &amp; jobs as election issue

 Please atleast share it to all politici… https://t.co/Oya5CJR4BJ","negative"
"1259",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Yeah coz it shows good… https://t.co/ZXUlNm9Vo5","neutral"
"1260",-1,"Very shame, our political parties are giving tickets to illiterate candidates , how our #Parliament will function,… https://t.co/jjbOQPnI5g","negative"
"1261",0,"@YearOfTheKraken @UnSubtleDesi Excellent article 👍🏻//Well done sir. A must read for @BJP4India @MakrandParanspe I h… https://t.co/z8nOXz5t3I","neutral"
"1262",0,"@BJP4India @INCIndia @alok_ajay @RahulGandhi ...  Mr. @sampitroda 1985 ke dange me TERE gharwalon ko koi marta na t… https://t.co/IQKFxjrBr4","neutral"
"1263",0,"RT @himantabiswa: Visited Diamond Harbour &amp; Mathurapur with @BJP4Bengal karyakartas to look after the arrangements where PM Sri @narendramo…","neutral"
"1264",0,"I think I know this person ..I have seen her but not able to recognise ...Can any one help me ?
Help me with name a… https://t.co/g2cdzOXnuX","neutral"
"1265",0,"RT @krishanofficial: Here is my #Exclusive interview with @nirahua1 who is contesting against @yadavakhilesh in #Azamgarh @JagranNews @BJP4…","neutral"
"1266",-1,"RT @Abhi_Rock009: Need urgent medical help @IndianRailMedia @indianrailway__  
Train no. 12352, pnr : 642-8838062, coach S1 53, 54... Pleas…","negative"
"1267",0,"I don't know how my story will end, but nowhere in my text will I ever read ""I gave up"" .
#DearMeTenYearsAgo #books… https://t.co/kEiAJOnHRH","neutral"
"1268",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1269",0,"@JiWangoo @MahimaShastri @rahulroushan @AmyKazmin @INCIndia @RahulGandhi @rahulpandita @BJP4India @BJP4Delhi… https://t.co/qDxExc6LeL","neutral"
"1270",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg *their hearts","neutral"
"1271",0,"RT @Sunil_Deodhar: So the day ended on high note after a quality meeting with South Kolkata Loksabha Candidate of @BJP4India Shri @Chandrab…","neutral"
"1272",-1,"@ndtv @nitin_gadkari This is the worst answer I have heard from Nitin Gadkari ji. We elected BJP @BJP4India to erad… https://t.co/GUGASHqP7J","negative"
"1273",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1274",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1275",-1,"RT @PreetiSMenon: Shame on you @GautamGambhir.
We all know it's mandatory to be a filthy misogynist to be in @BJP4India but your sordid fak…","negative"
"1276",-1,"RT @Abhi_Rock009: Need urgent medical help @IndianRailMedia @indianrailway__  
Train no. 12352, pnr : 642-8838062, coach S1 53, 54... Pleas…","negative"
"1277",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1278",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1279",0,"@VasuChauhan3 @SubodhChitalia @narendramodi @BJP4India @RSSorg Arre Cow is Gau Mata! Don't say anything!

There hea… https://t.co/vK4Qe6OQNz","neutral"
"1280",0,"RT @BJP4India: This is the 'anarchy' Mamata Didi has 'imposed' on Bengal!

Watch this video of MG ROAD, Kolkata.

Precisely the reason you…","neutral"
"1281",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1282",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty https://t.co/jNWjcAD3X3… https://t.co/PCyHcXNzTL","neutral"
"1283",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Like you didn't get th… https://t.co/YEVjL2mtzd","neutral"
"1284",0,"@IrfanPathan @GautamGambhir But his Party @BJP4India  does .","neutral"
"1285",0,"@BJP4India @manakgupta Sadhvi mat bolo plese only pargya","neutral"
"1286",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"1287",-3,"RT @manantatmula: @TIME Of course... if people can endure the crap you print, biased opinion, half baked truth, ur rhetoric on hindus, why…","negative"
"1288",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1289",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1290",-1,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia No he wasn't begging , he was grovelling","negative"
"1291",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty jezz u didnt get the point! 🤣","neutral"
"1292",0,"RT @OverseasFID: @TIME @AatishTaseer @BJP4India @narendramodi Update: @AatishTaseer who wrote the article was once @INCIndia party’s PR cam…","neutral"
"1293",0,"RT @anusha_r1: @ShadowFighter__ @ashwinsraje @Tejasvi_Surya @BJYM @BJP4India @PMOIndia Imagine if someone from the opposite party had got a…","neutral"
"1294",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1295",-1,"RT @Abhi_Rock009: Need urgent medical help @IndianRailMedia @indianrailway__  
Train no. 12352, pnr : 642-8838062, coach S1 53, 54... Pleas…","negative"
"1296",-1,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia begging 🤣 obviously definition of the t… https://t.co/ApBiqLCeKC","negative"
"1297",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1298",0,"@sampitroda made a blunder. @RahulGandhi compelled him to apologize by remindeing him of @INCIndia stand on '84. Le… https://t.co/tnb1MBObK6","neutral"
"1299",1,"RT @neelkantbakshi: Views of Sapna choudhry on @ManojTiwariMP ... @BJP4Delhi will win all the 7 seats ... let’s vote for @BJP4India and mak…","positive"
"1300",1,"@ShamaAyyub99 @sampitroda @BJP4India @narendramodi Did claim that I have heard him? I just placed my confidence tha… https://t.co/nQPLmjiZNe","positive"
"1301",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty The law suit that will… https://t.co/jN9ne7FjC8","neutral"
"1302",1,"@AskAnshul @ReallySwara @AsYouNotWish   Blamed @BJP4India  @narendramodi for everything.  Why are they silent now? @TandonRaveena","positive"
"1303",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty ha ha ha please get an u… https://t.co/Su7chogb1C","neutral"
"1304",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1305",2,"India is proud of you @GautamGambhir ....Best of luck for your new innings 

@narendramodi
@ManojTiwariMP… https://t.co/MaSKr4u4cm","positive"
"1306",0,"@SubodhChitalia @1Manojk @VasuChauhan3 @narendramodi @BJP4India @RSSorg Mmmm.. I was IN Kerala During the floods!!!… https://t.co/y2fRIbpxnD","neutral"
"1307",0,"@SudhaTrivedee @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi… https://t.co/A6pclHHN53","neutral"
"1308",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1309",-1,"RT @Abhi_Rock009: Need urgent medical help @IndianRailMedia @indianrailway__  
Train no. 12352, pnr : 642-8838062, coach S1 53, 54... Pleas…","negative"
"1310",0,"@BJP4India @BJP4Karnataka he is sending out a message disguised as a lamentation/accusation. https://t.co/hn65drgT4f","neutral"
"1311",1,"RT @jangdimkam: @RoopaliSriv It's fact that @BJPDelhiState is stronger compare to any parties; It's fact that @GautamGambhir is much cleane…","positive"
"1312",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1313",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia List in which he blamed 1 to all and… https://t.co/ywI9eQ7HZP","neutral"
"1314",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty the PM isnt from the BJP… https://t.co/izaaqnWxgO","neutral"
"1315",-1,"RT @Abhi_Rock009: Need urgent medical help @IndianRailMedia @indianrailway__  
Train no. 12352, pnr : 642-8838062, coach S1 53, 54... Pleas…","negative"
"1316",-1,"@SubodhChitalia @narendramodi @BJP4India @RSSorg Yes! You can also be ignorant to the fact that RSS was responsible… https://t.co/IDnnzOVVe2","negative"
"1317",-1,"@ndtv Fantastic, do not call us to expose NDTV sponsored by Cong media. We the youth expose you with no excuse mind… https://t.co/mq3wwe2wij","negative"
"1318",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty Ease of doing business… https://t.co/ee7oWregGj","neutral"
"1319",1,"In every election  there is mani Shankar iyer who ensure victory of @BJP4India .this time its @sampitroda .well don… https://t.co/jCv0FQ5ZOv","positive"
"1320",0,"@Vacuum_Poem @just1doctorwala @GautamGambhir @BJP4India Don't know may be it's party and supporters of same mentality","neutral"
"1321",0,"Right @BJP4India @manakgupta @anjanaomkashyap @sardesairajdeep https://t.co/MUYDA8ugIl","neutral"
"1322",0,"Feeling so sad😭😭😭😭@INCMaharashtra @INCIndia @MahilaCongress @IYC @librarycongress @RahulGandhi @priyankagandhi https://t.co/vkbrdwCPeY","neutral"
"1323",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1324",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia list of acheivements or list of things… https://t.co/6PVykxeJGl","neutral"
"1325",0,"RT @sherigara: @noconversion In @BJP4India rule State. Why BJP is supporting missionaries BJP lost 3 state Coz of conversion Mafia","neutral"
"1326",1,"@VVSLaxman281 @YRDeshmukh @GautamGambhir Agreed but you cannot guarantee the integrity of @BJP4India IT cell… https://t.co/vw9knog202","positive"
"1327",-1,"@ShamaAyyub99 @sampitroda @BJP4India @narendramodi I am sure nothing derogatory to the BJP or Modi ji.","negative"
"1328",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1329",0,"@TVMohandasPai @BJP4India @kumarnandaj That is why mahAmilAvaT ghaTbandhan wants to get rid of the Constitution (read CONgress manifesto)!","neutral"
"1330",-1,"RT @rkrampal: @Prof_Hariom @OmarAbdullah @MehboobaMufti With that logic, same formula should be applied on all toll barriers all over India…","negative"
"1331",0,"@SudhaTrivedee @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi… https://t.co/cj8rKjdd1y","neutral"
"1332",0,"@BJP4India @SushmaSwaraj
@nsitharaman 
Had A Talk With one Driver today
He told me How Modi Ji Gave him 15 Lac
1 Ay… https://t.co/A5gMINaH9e","neutral"
"1333",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1334",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 @INCIndia @AamAadmiParty everyone's in line buddy… https://t.co/UZvlP4SBhY","neutral"
"1335",1,"@RiaRevealed @BJP4India @nitin_gadkari Exactly I actually like him , Probably only one in bjp at present.   After A… https://t.co/gDQYQI8FXD","positive"
"1336",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1337",0,"RT @ranjeettweeter: @mahindrbahubali @Kaur0069 @narendramodi @MajorPoonia @SureshChavhanke @BJP4India Out of 14% muslims hardly 2% support…","neutral"
"1338",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1339",-1,"RT @PreetiSMenon: Shame on you @GautamGambhir.
We all know it's mandatory to be a filthy misogynist to be in @BJP4India but your sordid fak…","negative"
